b'Dilli6 Ke Paranthe \nGhar Jaisa Khana..\nMeal for 2@Rs.250/- Only\n#dilli6onwheels\n#dilli6onwheels_jiasarai \nWith 2 Ou\xe2\x80\xa6 https://t.co/JBIk5qIXiR',2020-06-20 03:33:13,0,0,#zomato
"b'Yesterday i ordered from @125Gms thru @ZomatoIN \nFood was tasty and properly packed, no spilling, no smell. Everyth\xe2\x80\xa6 https://t.co/LffIH4jAbv'",2020-06-20 03:16:33,2,1,#zomato
b'Chinese apps like #Zoom #TikTok #Camscanner &amp; the data gathering China controlled #byjus  #Paytm #swiggy #zomato\xe2\x80\xa6 https://t.co/SoBE9Bg7FV',2020-06-20 02:49:47,0,0,#zomato
"b""Don't risk your fellow countrymen by using #Chinese controlled #Spywares such as #Camscanner #TikTok #byjus #zomato\xe2\x80\xa6 https://t.co/CwkrbNot3S""",2020-06-20 02:35:50,0,0,#zomato
b'The @Zomato burger is pretty good \xf0\x9f\x98\x9c\n\n#burgers #burger #foodporn #foodie #burgerporn #cheeseburger #foodphotography\xe2\x80\xa6 https://t.co/fBULFO1Xn6',2020-06-20 02:09:07,1,0,#zomato
b'Refund my money #zomato @Zomato @zomatocare @ZomatoIN',2020-06-19 20:37:29,0,0,#zomato
"b'Boycotting Chinese products while\n ordering food via #ZOMATO, riding #ola, buying @ #BigBasket, learning on #Byju,\xe2\x80\xa6 https://t.co/BEJ4ihLlH0'",2020-06-19 20:29:07,1,0,#zomato
b'#zomato #kfc selling food poison',2020-06-19 18:28:16,0,0,#zomato
b'RT @SumitGera5: #zomato #Covid_19 #KFC should not take orders if they can not provide hot food',2020-06-19 18:27:29,0,1,#zomato
"b'RT @Shivans38483909: Dear @Zomato as I indian public want to #bycottchina and you are backed by many Chinese companies, I am uninstalling y\xe2\x80\xa6'",2020-06-19 17:57:26,0,5,#zomato
"b""@zomatocare This is to remind u tht #COVID19 is here to stay. Pls get your act right, don't be a #coronavirus sprea\xe2\x80\xa6 https://t.co/ZrDiGMNXFy""",2020-06-19 17:48:44,0,0,#zomato
b'#WeAreOne we should ban companies having stake from chinees #byjus #Zomato #ola and smartphones manufactured by Chi\xe2\x80\xa6 https://t.co/G8wV5dF8aO',2020-06-19 17:42:00,0,0,#zomato
b'RT @memegyaaan: After this virus goes away. These are my plans.. What are yours?\n#lockdown #Covid_19 #plans #IndiaFightsCoronavirus #corona\xe2\x80\xa6',2020-06-19 16:03:11,0,3,#zomato
b'RT @memegyaaan: After this virus goes away. These are my plans.. What are yours?\n#lockdown #Covid_19 #plans #IndiaFightsCoronavirus #corona\xe2\x80\xa6',2020-06-19 16:02:57,0,3,#zomato
b'RT @memegyaaan: After this virus goes away. These are my plans.. What are yours?\n#lockdown #Covid_19 #plans #IndiaFightsCoronavirus #corona\xe2\x80\xa6',2020-06-19 16:02:34,0,3,#zomato
b'After this virus goes away. These are my plans.. What are yours?\n#lockdown #Covid_19 #plans #IndiaFightsCoronavirus\xe2\x80\xa6 https://t.co/8Yp6vrrRHG',2020-06-19 15:59:16,4,3,#zomato
b'@fssaiindia who will be responsible if food is ordered online via delivery companies and there is food poisoning; a\xe2\x80\xa6 https://t.co/nAwAxGFlje',2020-06-19 15:50:20,0,0,#zomato
"b'#BoycottChina BUT WHAT TO #BOYCOTT dosto?\n1) #Xiaomi, #Realme #iphone #MadeinIndia ?\n2) #Micromax Labeling China Ph\xe2\x80\xa6 https://t.co/3HGsh0bYEk'",2020-06-19 15:48:08,2,0,#zomato
"b""@ZomatoIN guys you should really improve your Customer Service . We aren't paying amount for wrong item or uncooked\xe2\x80\xa6 https://t.co/26eWya1sR7""",2020-06-19 15:36:21,0,0,#zomato
"b""@zomatocare #zomato doesn't care as no one contacted me . Why why why i ordered on Zomato. As #zomato\n#doesnotcare\xe2\x80\xa6 https://t.co/P0x6qLz7ff""",2020-06-19 15:29:02,0,0,#zomato
b'Everyone Should know How much did China invest in Indian #startups \n#Chinafirms have huge #investments in #India Mo\xe2\x80\xa6 https://t.co/Cl5e2IZ0FK',2020-06-19 15:09:02,0,0,#zomato
b'@Zomato @ZomatoIN @zomatocare what is this? is this what your customer service is? really you guys wanted to give s\xe2\x80\xa6 https://t.co/zfj1LyDTaO',2020-06-19 14:52:51,0,0,#zomato
